trans_idx,has_right_lane,has_left_lane,driving_in_weaving,dist_to_onramp,dist_to_offramp,leader_gap,leader_relatif_s,follower_gap,follower_relatif_s,left_leader_gap,left_leader_relatif_s,left_follower_gap,left_follower_relatif_s,right_leader_gap,right_leader_relatif_s,right_follower_gap,right_follower_relatif_s,action,reward,done,next_has_right_lane,next_has_left_lane,next_driving_in_weaving,next_dist_to_onramp,next_dist_to_offramp,next_leader_gap,next_leader_relatif_s,next_follower_gap,next_follower_relatif_s,next_left_leader_gap,next_left_leader_relatif_s,next_left_follower_gap,next_left_follower_relatif_s,next_right_leader_gap,next_right_leader_relatif_s,next_right_follower_gap,next_right_follower_relatif_s
10013529,0.0,1.0,0.0,-2.0,-2.0,0.91,-0.23,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,-0.22,False,0.0,1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
10013530,1.0,0.0,0.0,-2.0,-2.0,0.35,0.03,0.45,-0.02,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.72,-0.02,1,-0.15,False,1.0,0.0,0.0,-2.0,-2.0,0.33,0.04,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.44,-0.03
10013534,1.0,0.0,0.0,-2.0,-2.0,0.33,0.04,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.44,-0.03,1,-0.17,False,1.0,0.0,0.0,-2.0,-2.0,0.32,0.05,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.92,0.55,0.42,-0.05
10013538,1.0,0.0,0.0,-2.0,-2.0,0.32,0.05,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.92,0.55,0.42,-0.05,1,-0.2,False,1.0,0.0,0.0,-2.0,-2.0,0.32,0.01,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.7,0.67,0.4,-0.06
10013542,1.0,0.0,0.0,-2.0,-2.0,0.32,0.01,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.7,0.67,0.4,-0.06,1,-0.21,False,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.01,0.4,-0.0,-2.0,-2.0,-2.0,-2.0,0.48,0.65,0.72,-0.02
10013546,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.01,0.4,-0.0,-2.0,-2.0,-2.0,-2.0,0.48,0.65,0.72,-0.02,1,19.8,True,1.0,1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-0.01,-0.4,0.32,-0.07,-0.02,-0.33,0.49,-0.45
10013613,1.0,0.0,0.0,-2.0,-2.0,0.73,0.12,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.23,0.12,0.69,0.04,0,-0.99,False,1.0,1.0,0.0,-2.0,-2.0,0.2,0.11,-2.0,-2.0,0.69,0.11,0.7,0.03,0.27,0.17,0.14,0.16
10013617,1.0,1.0,0.0,-2.0,-2.0,0.2,0.11,-2.0,-2.0,0.69,0.11,0.7,0.03,0.27,0.17,0.14,0.16,2,-1.18,False,1.0,0.0,0.0,-2.0,-2.0,0.72,-0.08,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.22,-0.08,0.65,-0.16
10013621,1.0,0.0,0.0,-2.0,-2.0,0.72,-0.08,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.22,-0.08,0.65,-0.16,1,-0.13,False,1.0,0.0,0.0,-2.0,-2.0,0.72,-0.0,0.61,-0.1,-2.0,-2.0,-2.0,-2.0,0.23,-0.02,-2.0,-2.0
10013625,1.0,0.0,0.0,-2.0,-2.0,0.72,-0.0,0.61,-0.1,-2.0,-2.0,-2.0,-2.0,0.23,-0.02,-2.0,-2.0,1,-0.09,False,1.0,0.0,0.0,-2.0,-2.0,0.7,0.04,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.22,0.03,0.6,-0.04
10013629,1.0,0.0,0.0,-2.0,-2.0,0.7,0.04,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.22,0.03,0.6,-0.04,1,-0.06,False,1.0,0.0,0.0,-2.0,-2.0,0.68,0.07,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.2,0.06,0.6,-0.02
10013633,1.0,0.0,0.0,-2.0,-2.0,0.68,0.07,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.2,0.06,0.6,-0.02,1,-0.05,False,1.0,0.0,0.0,-2.0,-2.0,0.65,0.09,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.17,0.08,0.6,0.0
10013637,1.0,0.0,0.0,-2.0,-2.0,0.65,0.09,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.17,0.08,0.6,0.0,1,-0.05,False,1.0,0.0,0.0,-2.0,-2.0,0.62,0.1,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.14,0.09,0.6,0.01
10013645,1.0,0.0,0.0,-2.0,-2.0,0.59,0.09,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.11,0.09,0.6,0.01,1,-0.05,False,1.0,0.0,0.0,0.94,-2.0,0.56,0.09,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.08,0.09,0.6,0.0
10013649,1.0,0.0,0.0,0.94,-2.0,0.56,0.09,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.08,0.09,0.6,0.0,1,-0.06,False,1.0,0.0,0.0,0.63,-2.0,0.53,0.08,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.06,0.08,0.6,0.0
10013717,1.0,0.0,1.0,-2.0,-2.0,0.37,0.01,0.48,-0.02,-2.0,-2.0,-2.0,-2.0,0.6,0.01,-0.05,0.01,0,-50.0,False,1.0,1.0,1.0,-2.0,-2.0,-0.05,-0.01,-2.0,-2.0,0.37,0.01,0.47,-0.02,0.17,0.01,0.14,0.02
10013721,1.0,1.0,1.0,-2.0,-2.0,-0.05,-0.01,-2.0,-2.0,0.37,0.01,0.47,-0.02,0.17,0.01,0.14,0.02,2,-1.41,False,1.0,0.0,1.0,-2.0,-2.0,0.46,-0.26,0.37,-0.31,-2.0,-2.0,-2.0,-2.0,0.03,-0.22,-2.0,-2.0
10013723,0.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.32,0.18,0.42,0.14,-2.0,-2.0,-2.0,-2.0,2,-1.03,False,1.0,1.0,1.0,-2.0,-2.0,0.25,0.21,0.47,0.16,-0.03,0.2,0.53,0.12,-2.0,-2.0,-2.0,-2.0
10013725,1.0,0.0,1.0,-2.0,-2.0,0.46,-0.26,0.37,-0.31,-2.0,-2.0,-2.0,-2.0,0.03,-0.22,-2.0,-2.0,1,-0.33,False,1.0,0.0,1.0,-2.0,-2.0,0.52,-0.19,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.06,-0.09,0.35,-0.05
10013727,1.0,1.0,1.0,-2.0,-2.0,0.25,0.21,0.47,0.16,-0.03,0.2,0.53,0.12,-2.0,-2.0,-2.0,-2.0,1,-0.25,False,1.0,1.0,1.0,-2.0,-2.0,0.25,-0.0,0.45,-0.07,-0.02,-0.01,0.5,-0.09,-2.0,-2.0,-2.0,-2.0
10013729,1.0,0.0,1.0,-2.0,-2.0,0.52,-0.19,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.06,-0.09,0.35,-0.05,1,-0.27,False,1.0,0.0,1.0,-2.0,-2.0,0.56,-0.12,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.06,-0.02,0.34,-0.02
10013731,1.0,1.0,1.0,-2.0,-2.0,0.25,-0.0,0.45,-0.07,-0.02,-0.01,0.5,-0.09,-2.0,-2.0,-2.0,-2.0,1,-0.27,False,1.0,1.0,1.0,-2.0,-2.0,0.26,-0.02,0.42,-0.08,-0.01,-0.03,0.47,-0.1,-2.0,-2.0,-2.0,-2.0
10013733,1.0,0.0,1.0,-2.0,-2.0,0.56,-0.12,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.06,-0.02,0.34,-0.02,1,-0.2,False,1.0,0.0,1.0,-2.0,-2.0,0.58,-0.06,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.05,0.03,0.36,0.04
10013735,1.0,1.0,1.0,-2.0,-2.0,0.26,-0.02,0.42,-0.08,-0.01,-0.03,0.47,-0.1,-2.0,-2.0,-2.0,-2.0,1,-0.27,False,1.0,1.0,1.0,-2.0,-2.0,0.27,-0.03,0.4,-0.07,-0.0,-0.04,0.43,-0.1,-2.0,-2.0,-2.0,-2.0
10013737,1.0,0.0,1.0,-2.0,-2.0,0.58,-0.06,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.05,0.03,0.36,0.04,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.59,-0.01,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.03,0.07,0.38,0.06
10013739,1.0,1.0,1.0,-2.0,-2.0,0.27,-0.03,0.4,-0.07,-0.0,-0.04,0.43,-0.1,-2.0,-2.0,-2.0,-2.0,2,-16.27,False,1.0,1.0,1.0,-2.0,-2.0,0.01,-0.03,0.4,-0.09,0.23,-0.03,0.18,-0.09,0.28,-0.03,0.38,-0.05
10013741,1.0,0.0,1.0,-2.0,-2.0,0.59,-0.01,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.03,0.07,0.38,0.06,1,-0.12,False,1.0,0.0,1.0,-2.0,-2.0,0.58,0.02,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-0.0,0.1,0.41,0.08
10013743,1.0,1.0,1.0,-2.0,-2.0,0.01,-0.03,0.4,-0.09,0.23,-0.03,0.18,-0.09,0.28,-0.03,0.38,-0.05,1,-0.54,False,1.0,1.0,1.0,-2.0,-2.0,0.11,-0.3,0.29,-0.34,0.33,-0.3,0.06,-0.35,0.37,-0.3,0.28,-0.31
10013747,1.0,1.0,1.0,-2.0,-2.0,0.11,-0.3,0.29,-0.34,0.33,-0.3,0.06,-0.35,0.37,-0.3,0.28,-0.31,1,-0.47,False,1.0,1.0,1.0,-2.0,-2.0,0.19,-0.23,0.28,-0.05,0.41,-0.23,-0.03,-0.27,0.45,-0.22,0.24,-0.11
10013749,1.0,0.0,1.0,-2.0,-2.0,0.56,0.05,0.44,0.09,-2.0,-2.0,-2.0,-2.0,-0.04,0.11,-2.0,-2.0,1,-0.08,False,1.0,0.0,1.0,-2.0,-2.0,0.55,0.06,0.46,0.07,-2.0,-2.0,-2.0,-2.0,0.76,0.06,-0.02,0.12
10013751,1.0,1.0,1.0,-2.0,-2.0,0.19,-0.23,0.28,-0.05,0.41,-0.23,-0.03,-0.27,0.45,-0.22,0.24,-0.11,1,-0.4,False,1.0,1.0,1.0,-2.0,-2.0,0.25,-0.16,0.28,0.02,-0.01,-0.2,0.76,-0.21,0.5,-0.15,0.25,0.03
10013753,1.0,0.0,1.0,-2.0,-2.0,0.55,0.06,0.46,0.07,-2.0,-2.0,-2.0,-2.0,0.76,0.06,-0.02,0.12,1,-0.08,False,1.0,0.0,1.0,-2.0,-2.0,0.52,0.06,0.48,0.05,-2.0,-2.0,-2.0,-2.0,0.74,0.06,0.02,0.12
10013755,1.0,1.0,1.0,-2.0,-2.0,0.25,-0.16,0.28,0.02,-0.01,-0.2,0.76,-0.21,0.5,-0.15,0.25,0.03,2,-1.34,False,1.0,0.0,1.0,-2.0,-2.0,0.04,-0.14,0.71,-0.15,-2.0,-2.0,-2.0,-2.0,0.28,-0.11,0.3,0.05
10013757,1.0,0.0,1.0,-2.0,-2.0,0.52,0.06,0.48,0.05,-2.0,-2.0,-2.0,-2.0,0.74,0.06,0.02,0.12,1,-0.08,False,1.0,0.0,1.0,-2.0,-2.0,0.5,0.06,0.49,0.03,-2.0,-2.0,-2.0,-2.0,0.72,0.06,0.05,0.11
10013759,1.0,0.0,1.0,-2.0,-2.0,0.04,-0.14,0.71,-0.15,-2.0,-2.0,-2.0,-2.0,0.28,-0.11,0.3,0.05,1,-0.41,False,1.0,0.0,1.0,-2.0,-2.0,0.11,-0.2,0.66,-0.15,-2.0,-2.0,-2.0,-2.0,0.34,-0.18,0.28,-0.07
10013761,1.0,0.0,1.0,-2.0,-2.0,0.5,0.06,0.49,0.03,-2.0,-2.0,-2.0,-2.0,0.72,0.06,0.05,0.11,1,-0.08,False,1.0,0.0,1.0,-2.0,-2.0,0.48,0.06,0.5,0.02,-2.0,-2.0,-2.0,-2.0,0.7,0.06,0.09,0.1
10013763,1.0,0.0,1.0,-2.0,-2.0,0.11,-0.2,0.66,-0.15,-2.0,-2.0,-2.0,-2.0,0.34,-0.18,0.28,-0.07,1,-0.36,False,1.0,0.0,1.0,-2.0,-2.0,0.16,-0.15,0.62,-0.09,-2.0,-2.0,-2.0,-2.0,0.38,-0.12,0.28,0.01
10013765,1.0,0.0,1.0,-2.0,-2.0,0.48,0.06,0.5,0.02,-2.0,-2.0,-2.0,-2.0,0.7,0.06,0.09,0.1,1,-0.09,False,1.0,0.0,1.0,-2.0,-2.0,0.47,0.05,0.5,0.01,-2.0,-2.0,-2.0,-2.0,0.68,0.05,0.12,0.09
10013767,1.0,0.0,1.0,-2.0,-2.0,0.16,-0.15,0.62,-0.09,-2.0,-2.0,-2.0,-2.0,0.38,-0.12,0.28,0.01,1,-0.32,False,1.0,0.0,1.0,-2.0,-2.0,0.19,-0.11,0.6,-0.06,-2.0,-2.0,-2.0,-2.0,0.41,-0.09,0.14,-0.12
10013769,1.0,0.0,1.0,-2.0,-2.0,0.47,0.05,0.5,0.01,-2.0,-2.0,-2.0,-2.0,0.68,0.05,0.12,0.09,1,-0.09,False,1.0,0.0,1.0,-2.0,-2.0,0.45,0.05,0.5,-0.0,-2.0,-2.0,-2.0,-2.0,0.67,0.05,0.14,0.08
10013771,1.0,0.0,1.0,-2.0,-2.0,0.19,-0.11,0.6,-0.06,-2.0,-2.0,-2.0,-2.0,0.41,-0.09,0.14,-0.12,1,-0.3,False,1.0,0.0,1.0,-2.0,-2.0,0.22,-0.08,0.59,-0.04,-2.0,-2.0,-2.0,-2.0,0.43,-0.07,0.1,-0.12
10013775,1.0,0.0,1.0,-2.0,-2.0,0.22,-0.08,0.59,-0.04,-2.0,-2.0,-2.0,-2.0,0.43,-0.07,0.1,-0.12,1,-0.28,False,1.0,0.0,1.0,-2.0,-2.0,0.24,-0.06,0.58,-0.03,-2.0,-2.0,-2.0,-2.0,0.45,-0.05,0.11,0.02
10013779,1.0,0.0,1.0,-2.0,-2.0,0.24,-0.06,0.58,-0.03,-2.0,-2.0,-2.0,-2.0,0.45,-0.05,0.11,0.02,1,-0.27,False,1.0,0.0,1.0,-2.0,-2.0,0.26,-0.05,0.57,-0.02,-2.0,-2.0,-2.0,-2.0,0.46,-0.04,0.1,-0.02
10013783,1.0,0.0,1.0,-2.0,-2.0,0.26,-0.05,0.57,-0.02,-2.0,-2.0,-2.0,-2.0,0.46,-0.04,0.1,-0.02,1,-0.26,False,1.0,0.0,1.0,-2.0,-2.0,0.27,-0.04,0.56,-0.02,-2.0,-2.0,-2.0,-2.0,0.47,-0.03,0.1,0.01
10013785,1.0,0.0,1.0,-2.0,-2.0,0.41,0.03,0.49,-0.01,-2.0,-2.0,-2.0,-2.0,0.63,0.03,0.21,0.06,1,-0.12,False,1.0,0.0,1.0,-2.0,-2.0,0.41,0.03,0.49,-0.01,-2.0,-2.0,-2.0,-2.0,0.62,0.03,0.23,0.06
10013787,1.0,0.0,1.0,-2.0,-2.0,0.27,-0.04,0.56,-0.02,-2.0,-2.0,-2.0,-2.0,0.47,-0.03,0.1,0.01,1,-0.26,False,1.0,0.0,1.0,-2.0,-2.0,0.28,-0.03,0.56,-0.02,-2.0,-2.0,-2.0,-2.0,0.48,-0.02,0.09,-0.03
10013789,1.0,0.0,1.0,-2.0,-2.0,0.41,0.03,0.49,-0.01,-2.0,-2.0,-2.0,-2.0,0.62,0.03,0.23,0.06,1,-0.12,False,1.0,0.0,1.0,-2.0,-2.0,0.4,0.02,0.48,-0.01,-2.0,-2.0,-2.0,-2.0,0.62,0.02,0.25,0.08
10013791,1.0,0.0,1.0,-2.0,-2.0,0.28,-0.03,0.56,-0.02,-2.0,-2.0,-2.0,-2.0,0.48,-0.02,0.09,-0.03,1,-0.25,False,1.0,0.0,1.0,-2.0,-2.0,0.29,-0.02,0.55,-0.01,-2.0,-2.0,-2.0,-2.0,0.48,-0.01,0.09,0.0
10013794,1.0,0.0,1.0,-2.0,-2.0,0.36,0.15,0.42,-0.07,-2.0,-2.0,-2.0,-2.0,0.08,0.1,0.6,-0.07,2,-30.0,False,1.0,0.0,1.0,-2.0,-2.0,0.31,0.16,0.39,-0.11,-2.0,-2.0,-2.0,-2.0,0.05,0.09,0.56,-0.13
10013795,1.0,0.0,1.0,-2.0,-2.0,0.29,-0.02,0.55,-0.01,-2.0,-2.0,-2.0,-2.0,0.48,-0.01,0.09,0.0,1,-0.25,False,1.0,0.0,1.0,-2.0,-2.0,0.3,-0.02,0.55,-0.01,-2.0,-2.0,-2.0,-2.0,0.48,-0.01,0.08,-0.03
10013799,1.0,0.0,1.0,-2.0,-2.0,0.3,-0.02,0.55,-0.01,-2.0,-2.0,-2.0,-2.0,0.48,-0.01,0.08,-0.03,1,-0.24,False,1.0,0.0,1.0,-2.0,-2.0,0.3,-0.01,0.55,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,-0.01,0.08,0.0
10013803,1.0,0.0,1.0,-2.0,-2.0,0.3,-0.01,0.55,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,-0.01,0.08,0.0,1,-0.24,False,1.0,0.0,1.0,-2.0,-2.0,0.31,-0.01,0.54,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,-0.0,0.07,-0.03
10013807,1.0,0.0,1.0,-2.0,-2.0,0.31,-0.01,0.54,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,-0.0,0.07,-0.03,1,-0.24,False,1.0,0.0,1.0,-2.0,-2.0,0.31,-0.01,0.54,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,-0.0,0.07,0.0
10013809,1.0,0.0,1.0,-2.0,0.04,0.38,0.01,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.6,0.01,0.46,-0.01,0,-1.13,False,1.0,1.0,0.0,-2.0,-0.25,0.59,0.01,0.45,-0.04,0.38,0.01,-2.0,-2.0,0.12,0.02,0.76,0.36
10013811,1.0,0.0,1.0,-2.0,-2.0,0.31,-0.01,0.54,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,-0.0,0.07,0.0,1,-0.24,False,1.0,0.0,1.0,-2.0,-2.0,0.31,-0.01,0.54,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,-0.0,0.06,-0.04
10013813,1.0,1.0,0.0,-2.0,-0.25,0.59,0.01,0.45,-0.04,0.38,0.01,-2.0,-2.0,0.12,0.02,0.76,0.36,1,-0.1,False,1.0,1.0,0.0,-2.0,-2.0,0.58,0.04,0.92,0.61,0.36,0.04,0.45,0.01,0.1,0.05,0.93,0.5
10013815,1.0,0.0,1.0,-2.0,-2.0,0.31,-0.01,0.54,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,-0.0,0.06,-0.04,1,-0.24,False,1.0,0.0,1.0,-2.0,-2.0,0.31,-0.0,0.53,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,0.0,0.06,0.0
10013817,1.0,1.0,0.0,-2.0,-2.0,0.58,0.04,0.92,0.61,0.36,0.04,0.45,0.01,0.1,0.05,0.93,0.5,1,-0.13,False,1.0,1.0,0.0,-2.0,-2.0,0.57,0.02,-2.0,-2.0,0.36,0.02,0.44,-0.04,0.09,0.02,-2.0,-2.0
10013819,1.0,0.0,1.0,-2.0,-2.0,0.31,-0.0,0.53,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,0.0,0.06,0.0,1,-0.24,False,1.0,0.0,1.0,-2.0,-2.0,0.31,-0.0,0.53,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,0.0,0.05,-0.04
10013821,1.0,1.0,0.0,-2.0,-2.0,0.57,0.02,-2.0,-2.0,0.36,0.02,0.44,-0.04,0.09,0.02,-2.0,-2.0,1,-0.14,False,1.0,1.0,0.0,-2.0,-2.0,0.57,0.01,-2.0,-2.0,0.36,0.01,0.42,-0.06,0.09,0.01,-2.0,-2.0
10013823,1.0,0.0,1.0,-2.0,-2.0,0.31,-0.0,0.53,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,0.0,0.05,-0.04,1,-0.24,False,1.0,0.0,1.0,-2.0,-2.0,0.31,-0.0,0.53,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,0.0,0.05,-0.0
10013825,1.0,1.0,0.0,-2.0,-2.0,0.57,0.01,-2.0,-2.0,0.36,0.01,0.42,-0.06,0.09,0.01,-2.0,-2.0,1,-0.14,False,1.0,1.0,0.0,-2.0,-2.0,0.57,0.0,-2.0,-2.0,0.35,0.0,0.4,-0.07,0.08,0.01,-2.0,-2.0
10013827,1.0,0.0,1.0,-2.0,-2.0,0.31,-0.0,0.53,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,0.0,0.05,-0.0,1,-0.24,False,1.0,0.0,1.0,-2.0,-2.0,0.31,-0.0,0.52,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,0.0,0.05,-0.0
10013829,1.0,1.0,0.0,-2.0,-2.0,0.57,0.0,-2.0,-2.0,0.35,0.0,0.4,-0.07,0.08,0.01,-2.0,-2.0,1,-0.14,False,1.0,1.0,0.0,-2.0,-2.0,0.57,0.0,-2.0,-2.0,0.35,-0.0,0.37,-0.08,0.08,0.01,-2.0,-2.0
10013831,1.0,0.0,1.0,-2.0,-2.0,0.31,-0.0,0.52,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,0.0,0.05,-0.0,1,-0.24,False,1.0,0.0,1.0,-2.0,-2.0,0.31,-0.0,0.52,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,0.0,0.05,-0.0
10013833,1.0,1.0,0.0,-2.0,-2.0,0.57,0.0,-2.0,-2.0,0.35,-0.0,0.37,-0.08,0.08,0.01,-2.0,-2.0,1,-0.14,False,1.0,1.0,0.0,-2.0,-2.0,0.57,-0.0,-2.0,-2.0,0.35,-0.0,0.35,-0.08,0.08,0.01,-2.0,-2.0
10013837,1.0,1.0,0.0,-2.0,-2.0,0.57,-0.0,-2.0,-2.0,0.35,-0.0,0.35,-0.08,0.08,0.01,-2.0,-2.0,1,-0.14,False,1.0,1.0,0.0,-2.0,-2.0,0.57,-0.0,-2.0,-2.0,0.36,-0.0,0.32,-0.08,0.08,0.01,-2.0,-2.0
10013841,1.0,1.0,0.0,-2.0,-2.0,0.57,-0.0,-2.0,-2.0,0.36,-0.0,0.32,-0.08,0.08,0.01,-2.0,-2.0,1,-0.14,False,1.0,1.0,0.0,-2.0,-2.0,0.57,-0.0,-2.0,-2.0,0.36,-0.0,0.3,-0.07,0.08,0.01,-2.0,-2.0
10013843,1.0,0.0,1.0,-2.0,-2.0,0.31,-0.0,0.52,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,0.0,0.05,-0.0,1,-0.24,False,1.0,0.0,1.0,-2.0,0.96,0.31,-0.0,0.51,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,0.0,0.05,-0.0
10013845,1.0,1.0,0.0,-2.0,-2.0,0.57,-0.0,-2.0,-2.0,0.36,-0.0,0.3,-0.07,0.08,0.01,-2.0,-2.0,1,-0.14,False,1.0,1.0,0.0,-2.0,-2.0,0.57,-0.0,-2.0,-2.0,0.36,-0.0,0.27,-0.07,0.08,0.01,-2.0,-2.0
10013847,1.0,0.0,1.0,-2.0,0.96,0.31,-0.0,0.51,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,0.0,0.05,-0.0,1,-0.24,False,1.0,0.0,1.0,-2.0,0.71,0.31,-0.0,0.51,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,0.0,0.05,-0.0
10013849,1.0,1.0,0.0,-2.0,-2.0,0.57,-0.0,-2.0,-2.0,0.36,-0.0,0.27,-0.07,0.08,0.01,-2.0,-2.0,1,-0.14,False,1.0,1.0,0.0,-2.0,-2.0,0.57,-0.0,-2.0,-2.0,0.36,-0.0,0.25,-0.07,0.07,0.01,-2.0,-2.0
10013851,1.0,0.0,1.0,-2.0,0.71,0.31,-0.0,0.51,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,0.0,0.05,-0.0,1,-0.24,False,1.0,0.0,1.0,-2.0,0.46,0.31,-0.0,0.51,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,-0.0,0.05,-0.0
10013853,1.0,1.0,0.0,-2.0,-2.0,0.57,-0.0,-2.0,-2.0,0.36,-0.0,0.25,-0.07,0.07,0.01,-2.0,-2.0,1,-0.14,False,1.0,1.0,0.0,-2.0,-2.0,0.57,-0.0,-2.0,-2.0,0.36,-0.0,0.23,-0.06,0.07,0.01,-2.0,-2.0
10013855,1.0,0.0,1.0,-2.0,0.46,0.31,-0.0,0.51,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,-0.0,0.05,-0.0,1,-0.24,False,1.0,0.0,1.0,-2.0,0.21,0.31,-0.0,0.5,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,-0.0,0.05,0.0
10013857,1.0,1.0,0.0,-2.0,-2.0,0.57,-0.0,-2.0,-2.0,0.36,-0.0,0.23,-0.06,0.07,0.01,-2.0,-2.0,1,-0.14,False,1.0,1.0,0.0,-2.0,-2.0,0.57,-0.0,-2.0,-2.0,0.36,-0.0,0.21,-0.06,0.07,0.01,-2.0,-2.0
10013859,1.0,0.0,1.0,-2.0,0.21,0.31,-0.0,0.5,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,-0.0,0.05,0.0,1,-0.24,False,1.0,0.0,0.0,-2.0,-0.04,0.31,-0.0,0.5,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,-0.0,0.04,-0.04
10013861,1.0,1.0,0.0,-2.0,-2.0,0.57,-0.0,-2.0,-2.0,0.36,-0.0,0.21,-0.06,0.07,0.01,-2.0,-2.0,1,-0.14,False,1.0,1.0,0.0,-2.0,-2.0,0.57,-0.0,-2.0,-2.0,0.36,-0.0,0.19,-0.05,0.07,0.01,-2.0,-2.0
10013863,1.0,0.0,0.0,-2.0,-0.04,0.31,-0.0,0.5,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,-0.0,0.04,-0.04,1,-0.24,False,1.0,0.0,0.0,-2.0,-0.29,0.32,-0.0,0.5,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,-0.0,0.04,0.0
10013867,1.0,0.0,0.0,-2.0,-0.29,0.32,-0.0,0.5,-0.01,-2.0,-2.0,-2.0,-2.0,0.49,-0.0,0.04,0.0,1,-0.24,False,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.0,0.5,-0.0,-2.0,-2.0,-2.0,-2.0,0.49,-0.0,0.02,-0.03
10013869,1.0,1.0,0.0,-2.0,-2.0,0.57,-0.0,-2.0,-2.0,0.36,-0.0,0.17,-0.05,0.07,0.01,-2.0,-2.0,0,-1.14,False,0.0,1.0,0.0,-2.0,-2.0,0.06,0.01,-2.0,-2.0,0.57,-0.0,0.16,-0.05,-2.0,-2.0,-2.0,-2.0
10013873,0.0,1.0,0.0,-2.0,-2.0,0.06,0.01,-2.0,-2.0,0.57,-0.0,0.16,-0.05,-2.0,-2.0,-2.0,-2.0,1,-0.41,False,0.0,1.0,0.0,-2.0,-2.0,0.15,-0.26,0.87,-0.44,0.66,-0.27,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
