trans_idx,has_right_lane,has_left_lane,driving_in_weaving,dist_to_onramp,dist_to_offramp,leader_gap,leader_relatif_s,follower_gap,follower_relatif_s,left_leader_gap,left_leader_relatif_s,left_follower_gap,left_follower_relatif_s,right_leader_gap,right_leader_relatif_s,right_follower_gap,right_follower_relatif_s,action,reward,done,next_has_right_lane,next_has_left_lane,next_driving_in_weaving,next_dist_to_onramp,next_dist_to_offramp,next_leader_gap,next_leader_relatif_s,next_follower_gap,next_follower_relatif_s,next_left_leader_gap,next_left_leader_relatif_s,next_left_follower_gap,next_left_follower_relatif_s,next_right_leader_gap,next_right_leader_relatif_s,next_right_follower_gap,next_right_follower_relatif_s
10013877,0.0,1.0,0.0,-2.0,-2.0,0.15,-0.26,0.87,-0.44,0.66,-0.27,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,-0.34,False,0.0,1.0,0.0,-2.0,-2.0,0.22,-0.19,0.78,-0.29,0.73,-0.2,-0.03,-0.25,-2.0,-2.0,-2.0,-2.0
10013879,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.0,0.5,-0.0,-2.0,-2.0,-2.0,-2.0,0.49,-0.0,0.01,-0.03,1,-0.24,False,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.0,0.49,-0.0,-2.0,-2.0,-2.0,-2.0,0.49,-0.0,0.01,0.0
10013881,0.0,1.0,0.0,-2.0,-2.0,0.22,-0.19,0.78,-0.29,0.73,-0.2,-0.03,-0.25,-2.0,-2.0,-2.0,-2.0,1,-0.28,False,0.0,1.0,0.0,-2.0,-2.0,0.26,-0.13,0.71,-0.19,0.78,-0.14,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
10013885,0.0,1.0,0.0,-2.0,-2.0,0.26,-0.13,0.71,-0.19,0.78,-0.14,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2,-1.23,False,1.0,1.0,0.0,-2.0,-2.0,0.04,-0.13,-2.0,-2.0,0.59,-0.09,-2.0,-2.0,0.29,-0.09,0.67,-0.14
10013889,1.0,1.0,0.0,-2.0,-2.0,0.04,-0.13,-2.0,-2.0,0.59,-0.09,-2.0,-2.0,0.29,-0.09,0.67,-0.14,1,-0.34,False,1.0,1.0,0.0,-2.0,-2.0,0.87,-0.2,-2.0,-2.0,0.12,-0.25,-2.0,-2.0,0.35,-0.19,0.59,-0.24
10013893,1.0,1.0,0.0,-2.0,-2.0,0.87,-0.2,-2.0,-2.0,0.12,-0.25,-2.0,-2.0,0.35,-0.19,0.59,-0.24,1,-0.27,False,1.0,1.0,0.0,-2.0,-2.0,0.18,-0.16,-2.0,-2.0,0.7,-0.13,-2.0,-2.0,0.39,-0.12,0.54,-0.12
10013897,1.0,1.0,0.0,-2.0,-2.0,0.18,-0.16,-2.0,-2.0,0.7,-0.13,-2.0,-2.0,0.39,-0.12,0.54,-0.12,1,-0.23,False,1.0,1.0,0.0,-2.0,-2.0,0.94,-0.09,-2.0,-2.0,0.22,-0.13,-2.0,-2.0,0.42,-0.08,0.52,-0.08
10013901,1.0,1.0,0.0,-2.0,-2.0,0.94,-0.09,-2.0,-2.0,0.22,-0.13,-2.0,-2.0,0.42,-0.08,0.52,-0.08,2,-1.19,False,1.0,0.0,0.0,-2.0,-2.0,0.74,-0.05,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.25,-0.08,-2.0,-2.0
10013905,1.0,0.0,0.0,-2.0,-2.0,0.74,-0.05,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.25,-0.08,-2.0,-2.0,1,-0.14,False,1.0,0.0,0.0,-2.0,-2.0,0.26,-0.04,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.96,-0.0,-2.0,-2.0
10013909,1.0,0.0,0.0,-2.0,-2.0,0.26,-0.04,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.96,-0.0,-2.0,-2.0,1,-0.15,False,1.0,0.0,0.0,-2.0,-2.0,0.75,-0.01,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.27,-0.03,-2.0,-2.0
10013910,1.0,0.0,0.0,-2.0,-2.0,0.31,-0.0,0.33,-0.0,-2.0,-2.0,-2.0,-2.0,0.33,-0.0,0.33,0.0,0,-50.0,False,1.0,1.0,0.0,-2.0,-2.0,-0.0,-0.0,0.31,-0.04,0.31,-0.0,0.33,-0.0,0.6,-0.01,-2.0,-2.0
10013913,1.0,0.0,0.0,-2.0,-2.0,0.75,-0.01,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.27,-0.03,-2.0,-2.0,1,-0.11,False,1.0,0.0,0.0,-2.0,-2.0,0.74,0.03,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.27,-0.0,-2.0,-2.0
10013914,1.0,1.0,0.0,-2.0,-2.0,-0.0,-0.0,0.31,-0.04,0.31,-0.0,0.33,-0.0,0.6,-0.01,-2.0,-2.0,2,-1.49,False,1.0,0.0,0.0,-2.0,-2.0,0.4,-0.27,0.22,-0.31,-2.0,-2.0,-2.0,-2.0,0.43,-0.28,0.25,-0.18
10013915,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.0,0.49,-0.0,-2.0,-2.0,-2.0,-2.0,0.49,-0.0,-0.03,0.0,0,-1.24,False,1.0,1.0,0.0,-2.0,-2.0,0.49,-0.0,0.6,-0.0,0.32,-0.0,-0.04,-0.03,0.6,0.01,0.16,0.0
10013917,1.0,0.0,0.0,-2.0,-2.0,0.74,0.03,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.27,-0.0,-2.0,-2.0,1,-0.08,False,1.0,0.0,0.0,-2.0,-2.0,0.72,0.06,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.25,0.05,-2.0,-2.0
10013918,1.0,0.0,0.0,-2.0,-2.0,0.4,-0.27,0.22,-0.31,-2.0,-2.0,-2.0,-2.0,0.43,-0.28,0.25,-0.18,1,-0.42,False,1.0,0.0,0.0,-2.0,-2.0,0.47,-0.2,0.23,0.03,-2.0,-2.0,-2.0,-2.0,0.49,-0.2,0.2,-0.16
10013919,1.0,1.0,0.0,-2.0,-2.0,0.49,-0.0,0.6,-0.0,0.32,-0.0,-0.04,-0.03,0.6,0.01,0.16,0.0,1,-0.21,False,1.0,1.0,0.0,-2.0,-2.0,0.48,0.03,0.61,0.03,0.31,0.03,-0.03,0.02,0.59,0.04,0.17,0.03
10013921,1.0,0.0,0.0,-2.0,-2.0,0.72,0.06,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.25,0.05,-2.0,-2.0,1,-0.06,False,1.0,0.0,0.0,-2.0,-2.0,0.69,0.08,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.23,0.08,-2.0,-2.0
10013922,1.0,0.0,0.0,-2.0,-2.0,0.47,-0.2,0.23,0.03,-2.0,-2.0,-2.0,-2.0,0.49,-0.2,0.2,-0.16,1,-0.35,False,1.0,0.0,0.0,-2.0,-2.0,0.51,-0.13,0.26,0.08,-2.0,-2.0,-2.0,-2.0,0.54,-0.13,0.22,0.05
10013923,1.0,1.0,0.0,-2.0,-2.0,0.48,0.03,0.61,0.03,0.31,0.03,-0.03,0.02,0.59,0.04,0.17,0.03,1,-0.23,False,1.0,1.0,0.0,-2.0,-2.0,0.48,0.01,0.61,0.0,0.31,0.01,-0.03,0.0,0.59,0.01,0.16,-0.02
10013925,1.0,0.0,0.0,-2.0,-2.0,0.69,0.08,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.23,0.08,-2.0,-2.0,1,-0.05,False,1.0,0.0,0.0,-2.0,-2.0,0.66,0.1,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.2,0.09,-2.0,-2.0
10013927,1.0,1.0,0.0,-2.0,-2.0,0.48,0.01,0.61,0.0,0.31,0.01,-0.03,0.0,0.59,0.01,0.16,-0.02,1,-0.24,False,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.61,-0.0,0.31,-0.0,-0.03,-0.0,0.58,0.01,0.16,-0.01
10013929,1.0,0.0,0.0,-2.0,-2.0,0.66,0.1,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.2,0.09,-2.0,-2.0,1,-0.04,False,1.0,0.0,0.0,0.71,-2.0,0.62,0.1,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.16,0.1,-2.0,-2.0
10013930,1.0,0.0,0.0,-2.0,-2.0,0.53,-0.06,0.29,0.11,-2.0,-2.0,-2.0,-2.0,0.22,-0.07,0.23,0.04,1,-0.23,False,1.0,0.0,0.0,-2.0,-2.0,0.54,-0.01,0.33,0.11,-2.0,-2.0,-2.0,-2.0,0.56,-0.01,0.24,0.04
10013931,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.61,-0.0,0.31,-0.0,-0.03,-0.0,0.58,0.01,0.16,-0.01,1,-0.24,False,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.61,-0.0,0.31,-0.0,-0.03,-0.0,0.58,0.01,0.16,0.0
10013933,1.0,0.0,0.0,0.71,-2.0,0.62,0.1,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.16,0.1,-2.0,-2.0,1,-0.05,False,1.0,0.0,0.0,0.4,-2.0,0.6,0.08,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.13,0.1,-2.0,-2.0
10013934,1.0,0.0,0.0,-2.0,-2.0,0.54,-0.01,0.33,0.11,-2.0,-2.0,-2.0,-2.0,0.56,-0.01,0.24,0.04,1,-0.18,False,1.0,0.0,0.0,-2.0,-2.0,0.53,0.03,0.36,0.1,-2.0,-2.0,-2.0,-2.0,0.55,0.03,0.25,0.03
10013935,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.61,-0.0,0.31,-0.0,-0.03,-0.0,0.58,0.01,0.16,0.0,1,-0.24,False,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.61,-0.0,0.31,-0.0,-0.03,0.0,0.58,0.01,0.16,0.0
10013937,1.0,0.0,0.0,0.4,-2.0,0.6,0.08,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.13,0.1,-2.0,-2.0,1,-0.05,False,1.0,0.0,0.0,0.08,-2.0,0.57,0.07,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.1,0.09,-2.0,-2.0
10013938,1.0,0.0,0.0,-2.0,-2.0,0.53,0.03,0.36,0.1,-2.0,-2.0,-2.0,-2.0,0.55,0.03,0.25,0.03,2,-30.0,False,1.0,0.0,0.0,-2.0,-2.0,0.51,0.06,0.39,0.08,-2.0,-2.0,-2.0,-2.0,0.54,0.05,0.25,0.01
10013939,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.61,-0.0,0.31,-0.0,-0.03,0.0,0.58,0.01,0.16,0.0,1,-0.24,False,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.61,0.0,0.31,-0.0,-0.03,0.0,0.57,0.01,0.16,0.0
10013941,1.0,0.0,0.0,0.08,-2.0,0.57,0.07,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.1,0.09,-2.0,-2.0,1,-0.05,False,1.0,0.0,1.0,-0.24,-2.0,0.55,0.07,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.07,0.09,-2.0,-2.0
10013942,1.0,0.0,0.0,-2.0,-2.0,0.51,0.06,0.39,0.08,-2.0,-2.0,-2.0,-2.0,0.54,0.05,0.25,0.01,1,-0.15,False,1.0,0.0,0.0,-2.0,-2.0,0.48,0.07,0.41,0.05,-2.0,-2.0,-2.0,-2.0,0.18,0.07,0.25,-0.01
10013943,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.61,0.0,0.31,-0.0,-0.03,0.0,0.57,0.01,0.16,0.0,1,-0.24,False,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.61,0.0,0.31,-0.0,-0.03,0.0,0.57,0.01,0.16,0.0
10013945,1.0,0.0,1.0,-0.24,-2.0,0.55,0.07,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.07,0.09,-2.0,-2.0,1,-0.05,False,1.0,0.0,1.0,-2.0,-2.0,0.53,0.06,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.05,0.08,-2.0,-2.0
10013946,1.0,0.0,0.0,-2.0,-2.0,0.48,0.07,0.41,0.05,-2.0,-2.0,-2.0,-2.0,0.18,0.07,0.25,-0.01,1,-0.14,False,1.0,0.0,0.0,-2.0,-2.0,0.46,0.07,0.42,0.03,-2.0,-2.0,-2.0,-2.0,0.49,0.07,0.25,0.0
10013949,1.0,0.0,1.0,-2.0,-2.0,0.53,0.06,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.05,0.08,-2.0,-2.0,1,-0.06,False,1.0,0.0,1.0,-2.0,-2.0,0.51,0.05,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.02,0.07,-2.0,-2.0
10013950,1.0,0.0,0.0,-2.0,-2.0,0.46,0.07,0.42,0.03,-2.0,-2.0,-2.0,-2.0,0.49,0.07,0.25,0.0,1,-0.14,False,1.0,0.0,0.0,-2.0,-2.0,0.44,0.07,0.42,0.0,-2.0,-2.0,-2.0,-2.0,0.47,0.06,0.24,-0.03
10013954,1.0,0.0,0.0,-2.0,-2.0,0.44,0.07,0.42,0.0,-2.0,-2.0,-2.0,-2.0,0.47,0.06,0.24,-0.03,1,-0.15,False,1.0,0.0,0.0,-2.0,-2.0,0.42,0.06,0.42,-0.01,-2.0,-2.0,-2.0,-2.0,0.45,0.06,0.24,-0.01
10013955,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.61,0.0,0.31,-0.0,-0.03,0.0,0.57,0.01,0.16,0.0,1,-0.24,False,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.61,0.0,0.31,-0.0,-0.03,0.0,0.56,0.01,0.16,0.0
10013957,1.0,0.0,1.0,-2.0,-2.0,0.5,0.05,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.06,-2.0,-2.0,1,-0.06,False,1.0,0.0,1.0,-2.0,-2.0,0.48,0.04,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-0.02,0.06,-2.0,-2.0
10013958,1.0,0.0,0.0,-2.0,-2.0,0.42,0.06,0.42,-0.01,-2.0,-2.0,-2.0,-2.0,0.45,0.06,0.24,-0.01,1,-0.16,False,1.0,0.0,0.0,-2.0,-2.0,0.4,0.05,0.41,-0.02,-2.0,-2.0,-2.0,-2.0,0.44,0.05,0.24,-0.01
10013959,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.61,0.0,0.31,-0.0,-0.03,0.0,0.56,0.01,0.16,0.0,1,-0.24,False,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.61,0.0,0.31,-0.0,-0.03,0.0,0.56,0.01,0.16,0.0
10013962,1.0,0.0,0.0,-2.0,-2.0,0.4,0.05,0.41,-0.02,-2.0,-2.0,-2.0,-2.0,0.44,0.05,0.24,-0.01,1,-0.16,False,1.0,0.0,0.0,-2.0,-2.0,0.39,0.04,0.4,-0.03,-2.0,-2.0,-2.0,-2.0,0.42,0.04,0.24,-0.01
10013963,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.61,0.0,0.31,-0.0,-0.03,0.0,0.56,0.01,0.16,0.0,1,-0.24,False,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.61,0.0,0.31,-0.0,-0.03,0.0,0.55,0.01,0.16,0.0
10013966,1.0,0.0,0.0,-2.0,-2.0,0.39,0.04,0.4,-0.03,-2.0,-2.0,-2.0,-2.0,0.42,0.04,0.24,-0.01,1,-0.17,False,1.0,0.0,0.0,-2.0,-2.0,0.38,0.04,0.39,-0.03,-2.0,-2.0,-2.0,-2.0,0.41,0.03,0.23,-0.01
10013967,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.61,0.0,0.31,-0.0,-0.03,0.0,0.55,0.01,0.16,0.0,1,-0.24,False,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.61,0.0,0.31,-0.0,-0.03,0.0,0.55,0.01,0.16,0.0
10013970,1.0,0.0,0.0,-2.0,-2.0,0.38,0.04,0.39,-0.03,-2.0,-2.0,-2.0,-2.0,0.41,0.03,0.23,-0.01,1,-0.18,False,1.0,0.0,0.0,-2.0,-2.0,0.36,0.03,0.38,-0.02,-2.0,-2.0,-2.0,-2.0,0.4,0.03,0.23,-0.01
10013973,1.0,0.0,1.0,-2.0,-2.0,0.45,0.03,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,0.07,-0.04,0.04,0,-50.0,False,1.0,1.0,1.0,-2.0,-2.0,0.98,0.06,-0.04,0.01,0.44,0.03,-2.0,-2.0,0.54,0.07,0.02,0.1
10013974,1.0,0.0,0.0,-2.0,-2.0,0.36,0.03,0.38,-0.02,-2.0,-2.0,-2.0,-2.0,0.4,0.03,0.23,-0.01,1,-0.18,False,1.0,0.0,0.0,-2.0,-2.0,0.36,0.02,0.38,-0.02,-2.0,-2.0,-2.0,-2.0,0.39,0.02,0.23,-0.0
10013975,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.61,0.0,0.31,-0.0,-0.03,0.0,0.55,0.01,0.16,0.0,1,-0.24,False,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.61,0.0,0.31,-0.0,-0.03,0.0,0.54,0.01,0.16,0.0
10013977,1.0,1.0,1.0,-2.0,-2.0,0.98,0.06,-0.04,0.01,0.44,0.03,-2.0,-2.0,0.54,0.07,0.02,0.1,1,-0.05,False,1.0,1.0,1.0,-2.0,-2.0,0.95,0.1,0.07,0.31,0.42,0.06,-2.0,-2.0,0.51,0.1,0.07,0.13
10013979,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.61,0.0,0.31,-0.0,-0.03,0.0,0.54,0.01,0.16,0.0,1,-0.24,False,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.61,0.0,0.31,-0.0,-0.03,0.0,0.54,0.01,0.16,0.0
10013981,1.0,1.0,1.0,-2.0,-2.0,0.95,0.1,0.07,0.31,0.42,0.06,-2.0,-2.0,0.51,0.1,0.07,0.13,1,-0.08,False,1.0,1.0,1.0,-2.0,-2.0,0.93,0.07,0.14,0.23,0.41,0.03,-2.0,-2.0,0.49,0.07,0.1,0.1
10013983,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.61,0.0,0.31,-0.0,-0.03,0.0,0.54,0.01,0.16,0.0,1,-0.24,False,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.61,0.0,0.31,-0.0,-0.03,0.0,0.53,0.01,0.16,0.0
10013985,1.0,1.0,1.0,-2.0,-2.0,0.93,0.07,0.14,0.23,0.41,0.03,-2.0,-2.0,0.49,0.07,0.1,0.1,2,-1.09,False,1.0,0.0,1.0,-2.0,-2.0,0.4,0.02,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.89,0.11,0.2,0.16
10013987,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.61,0.0,0.31,-0.0,-0.03,0.0,0.53,0.01,0.16,0.0,1,-0.24,False,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.62,0.0,0.31,-0.0,-0.03,0.0,0.53,0.01,0.16,0.0
10013989,1.0,0.0,1.0,-2.0,-2.0,0.4,0.02,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.89,0.11,0.2,0.16,1,-0.1,False,1.0,0.0,1.0,-2.0,-2.0,0.39,0.01,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.84,0.16,0.23,0.1
10013991,1.0,1.0,0.0,-2.0,-2.0,0.48,-0.0,0.62,0.0,0.31,-0.0,-0.03,0.0,0.53,0.01,0.16,0.0,1,-0.24,False,1.0,1.0,0.0,0.86,-2.0,0.48,-0.0,0.62,0.0,0.31,-0.0,-0.03,0.0,0.53,0.01,0.16,0.0
10013993,1.0,0.0,1.0,-2.0,-2.0,0.39,0.01,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.84,0.16,0.23,0.1,0,-1.1,False,1.0,1.0,1.0,-2.0,-2.0,0.95,0.08,0.25,0.06,0.39,0.01,-2.0,-2.0,0.36,0.16,0.18,0.08
10013995,1.0,1.0,0.0,0.86,-2.0,0.48,-0.0,0.62,0.0,0.31,-0.0,-0.03,0.0,0.53,0.01,0.16,0.0,0,-1.24,False,0.0,1.0,0.0,0.61,-2.0,0.52,0.01,0.16,0.0,0.48,-0.0,0.62,0.0,-2.0,-2.0,-2.0,-2.0
10013997,1.0,1.0,1.0,-2.0,-2.0,0.95,0.08,0.25,0.06,0.39,0.01,-2.0,-2.0,0.36,0.16,0.18,0.08,2,-1.07,False,1.0,0.0,1.0,-2.0,-2.0,0.38,0.05,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.91,0.1,0.28,0.11
10013999,0.0,1.0,0.0,0.61,-2.0,0.52,0.01,0.16,0.0,0.48,-0.0,0.62,0.0,-2.0,-2.0,-2.0,-2.0,1,-0.21,False,0.0,1.0,0.0,0.34,-2.0,0.51,0.04,0.19,0.11,0.47,0.03,0.63,0.03,-2.0,-2.0,-2.0,-2.0
10014001,1.0,0.0,1.0,-2.0,-2.0,0.38,0.05,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.91,0.1,0.28,0.11,1,-0.1,False,1.0,0.0,1.0,-2.0,-2.0,0.37,0.02,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.89,0.06,0.3,0.04
10014002,1.0,0.0,1.0,-2.0,-2.0,0.33,0.01,0.35,-0.01,-2.0,-2.0,-2.0,-2.0,0.37,0.01,0.23,-0.0,1,-0.2,False,1.0,0.0,1.0,-2.0,-2.0,0.33,0.01,0.35,-0.01,-2.0,-2.0,-2.0,-2.0,0.37,0.0,0.22,-0.0
10014003,0.0,1.0,0.0,0.34,-2.0,0.51,0.04,0.19,0.11,0.47,0.03,0.63,0.03,-2.0,-2.0,-2.0,-2.0,1,-0.19,False,0.0,1.0,0.0,0.07,-2.0,0.49,0.06,0.23,0.1,0.46,0.04,0.64,0.05,-2.0,-2.0,-2.0,-2.0
10014005,1.0,0.0,1.0,-2.0,-2.0,0.37,0.02,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.89,0.06,0.3,0.04,1,-0.11,False,1.0,0.0,1.0,-2.0,-2.0,0.37,0.01,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.29,-0.01
10014006,1.0,0.0,1.0,-2.0,-2.0,0.33,0.01,0.35,-0.01,-2.0,-2.0,-2.0,-2.0,0.37,0.0,0.22,-0.0,1,-0.2,False,1.0,0.0,1.0,-2.0,-2.0,0.33,0.01,0.34,-0.01,-2.0,-2.0,-2.0,-2.0,0.36,0.02,0.22,-0.0
10014007,0.0,1.0,0.0,0.07,-2.0,0.49,0.06,0.23,0.1,0.46,0.04,0.64,0.05,-2.0,-2.0,-2.0,-2.0,1,-0.19,False,1.0,1.0,1.0,-0.2,-2.0,0.47,0.06,0.26,0.08,0.44,0.05,0.66,0.05,0.51,0.04,0.17,0.01
10014009,1.0,0.0,1.0,-2.0,-2.0,0.37,0.01,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.29,-0.01,1,-0.11,False,1.0,0.0,1.0,-2.0,-2.0,0.36,0.03,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.3,0.03
10014010,1.0,0.0,1.0,-2.0,-2.0,0.33,0.01,0.34,-0.01,-2.0,-2.0,-2.0,-2.0,0.36,0.02,0.22,-0.0,1,-0.2,False,1.0,0.0,1.0,-2.0,-2.0,0.32,0.02,0.34,-0.01,-2.0,-2.0,-2.0,-2.0,0.35,0.04,0.22,-0.0
10014011,1.0,1.0,1.0,-0.2,-2.0,0.47,0.06,0.26,0.08,0.44,0.05,0.66,0.05,0.51,0.04,0.17,0.01,0,-1.19,False,0.0,1.0,1.0,-0.47,-2.0,0.51,0.01,0.18,0.01,0.45,0.06,0.28,0.06,-2.0,-2.0,-2.0,-2.0
10014013,1.0,0.0,1.0,-2.0,-2.0,0.36,0.03,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.3,0.03,1,-0.14,False,1.0,0.0,1.0,-2.0,-2.0,0.35,0.03,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.29,-0.03
10014014,1.0,0.0,1.0,-2.0,-2.0,0.32,0.02,0.34,-0.01,-2.0,-2.0,-2.0,-2.0,0.35,0.04,0.22,-0.0,1,-0.21,False,1.0,0.0,1.0,-2.0,-2.0,0.31,0.03,0.34,-0.01,-2.0,-2.0,-2.0,-2.0,0.31,0.13,0.22,-0.01
10014015,0.0,1.0,1.0,-0.47,-2.0,0.51,0.01,0.18,0.01,0.45,0.06,0.28,0.06,-2.0,-2.0,-2.0,-2.0,1,-0.17,False,0.0,1.0,1.0,-2.0,-2.0,0.5,0.01,0.21,0.1,0.42,0.08,0.29,0.03,-2.0,-2.0,-2.0,-2.0
10014017,1.0,0.0,1.0,-2.0,-2.0,0.35,0.03,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.29,-0.03,1,-0.15,False,1.0,0.0,1.0,-2.0,-2.0,0.34,0.02,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.3,0.01
10014023,0.0,1.0,1.0,-2.0,-2.0,0.5,0.01,0.24,0.1,0.38,0.1,0.29,0.02,-2.0,-2.0,-2.0,-2.0,1,-0.13,False,0.0,1.0,1.0,-2.0,-2.0,0.5,0.01,0.28,0.09,0.35,0.11,0.3,0.01,-2.0,-2.0,-2.0,-2.0
10014027,0.0,1.0,1.0,-2.0,-2.0,0.5,0.01,0.28,0.09,0.35,0.11,0.3,0.01,-2.0,-2.0,-2.0,-2.0,2,-1.13,False,1.0,1.0,1.0,-2.0,-2.0,0.31,0.12,0.3,0.01,0.3,0.11,0.8,0.11,0.49,0.02,0.3,0.08
10014031,1.0,1.0,1.0,-2.0,-2.0,0.31,0.12,0.3,0.01,0.3,0.11,0.8,0.11,0.49,0.02,0.3,0.08,0,-1.22,False,0.0,1.0,1.0,-2.0,-2.0,0.52,-0.08,0.28,-0.06,0.3,0.03,0.28,-0.06,-2.0,-2.0,-2.0,-2.0
10014035,0.0,1.0,1.0,-2.0,-2.0,0.52,-0.08,0.28,-0.06,0.3,0.03,0.28,-0.06,-2.0,-2.0,-2.0,-2.0,1,-0.18,False,0.0,1.0,1.0,-2.0,-2.0,0.53,-0.04,0.3,0.05,0.27,0.07,0.27,-0.03,-2.0,-2.0,-2.0,-2.0
10014039,0.0,1.0,1.0,-2.0,-2.0,0.53,-0.04,0.3,0.05,0.27,0.07,0.27,-0.03,-2.0,-2.0,-2.0,-2.0,1,-0.14,False,0.0,1.0,1.0,-2.0,-2.0,0.54,-0.01,0.32,0.07,0.24,0.1,0.27,-0.0,-2.0,-2.0,-2.0,-2.0
10014043,0.0,1.0,1.0,-2.0,-2.0,0.54,-0.01,0.32,0.07,0.24,0.1,0.27,-0.0,-2.0,-2.0,-2.0,-2.0,1,-0.12,False,0.0,1.0,1.0,-2.0,-2.0,0.53,0.01,0.35,0.07,0.2,0.12,0.27,0.03,-2.0,-2.0,-2.0,-2.0
10014045,1.0,0.0,1.0,-2.0,-2.0,0.34,-0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.28,0.02,0,-1.18,False,1.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,0.27,-0.02,0.34,-0.0,-2.0,-2.0,-2.0,-2.0,0.41,0.02
